occurrence_id,decision_id,record_kind,source_term_or_construction,chosen_rendering,confidence,provisional,review_priority,please_double_check_question,unit_id,semantic_unit_id,part,chapter,section,source_path,source_line_start,source_line_end,source_byte_start,source_byte_end_exclusive,target_path,target_line_start,target_line_end,target_byte_start,target_byte_end_exclusive,target_printed_pages,reader_status,reader_artifact,reader_artifact_sha256,reader_profile,reader_printed_page,reader_assembled_pdf_page
pnb-Arab-PK:PNB-T003:OLP-0013-B004,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0013,OLP-0013-B004,sets-functions-relations,relations,reflections,upstream/content/sets-functions-relations/relations/reflections.tex,12,19,224,702,translation/content/sets-functions-relations/relations/reflections.tex,12,18,231,1006,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0013-B005,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0013,OLP-0013-B005,sets-functions-relations,relations,reflections,upstream/content/sets-functions-relations/relations/reflections.tex,21,39,703,1851,translation/content/sets-functions-relations/relations/reflections.tex,20,37,1007,2609,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0013-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0013,OLP-0013-B006,sets-functions-relations,relations,reflections,upstream/content/sets-functions-relations/relations/reflections.tex,41,55,1852,2787,translation/content/sets-functions-relations/relations/reflections.tex,39,52,2610,4075,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0013-B007,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0013,OLP-0013-B007,sets-functions-relations,relations,reflections,upstream/content/sets-functions-relations/relations/reflections.tex,57,68,2788,3615,translation/content/sets-functions-relations/relations/reflections.tex,54,64,4076,5390,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0013-B008,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0013,OLP-0013-B008,sets-functions-relations,relations,reflections,upstream/content/sets-functions-relations/relations/reflections.tex,70,75,3616,3974,translation/content/sets-functions-relations/relations/reflections.tex,66,70,5391,6000,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0014-B012,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0014,OLP-0014-B012,sets-functions-relations,relations,special-properties,upstream/content/sets-functions-relations/relations/special-properties.tex,62,67,2205,2487,translation/content/sets-functions-relations/relations/special-properties.tex,61,66,3330,3760,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0015-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0015,OLP-0015-B006,sets-functions-relations,relations,equivalence-relations,upstream/content/sets-functions-relations/relations/equivalence-relations.tex,13,15,230,373,translation/content/sets-functions-relations/relations/equivalence-relations.tex,13,14,238,463,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0015-B009,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0015,OLP-0015-B009,sets-functions-relations,relations,equivalence-relations,upstream/content/sets-functions-relations/relations/equivalence-relations.tex,31,37,1021,1384,translation/content/sets-functions-relations/relations/equivalence-relations.tex,28,34,1431,1907,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0015-B014,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0015,OLP-0015-B014,sets-functions-relations,relations,equivalence-relations,upstream/content/sets-functions-relations/relations/equivalence-relations.tex,63,76,2406,3208,translation/content/sets-functions-relations/relations/equivalence-relations.tex,60,73,3408,4663,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0016-B011,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0016,OLP-0016-B011,sets-functions-relations,relations,orders,upstream/content/sets-functions-relations/relations/orders.tex,53,59,1724,2039,translation/content/sets-functions-relations/relations/orders.tex,51,57,2606,3027,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0016-B013,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0016,OLP-0016-B013,sets-functions-relations,relations,orders,upstream/content/sets-functions-relations/relations/orders.tex,72,80,2555,3047,translation/content/sets-functions-relations/relations/orders.tex,70,78,3876,4550,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0016-B018,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0016,OLP-0016-B018,sets-functions-relations,relations,orders,upstream/content/sets-functions-relations/relations/orders.tex,104,108,3862,4070,translation/content/sets-functions-relations/relations/orders.tex,101,104,5799,6055,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0016-B024,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0016,OLP-0016-B024,sets-functions-relations,relations,orders,upstream/content/sets-functions-relations/relations/orders.tex,138,142,5398,5611,translation/content/sets-functions-relations/relations/orders.tex,132,135,7827,8088,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0016-B028,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0016,OLP-0016-B028,sets-functions-relations,relations,orders,upstream/content/sets-functions-relations/relations/orders.tex,155,160,5863,6060,translation/content/sets-functions-relations/relations/orders.tex,148,153,8452,8674,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0017-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0017,OLP-0017-B006,sets-functions-relations,relations,graphs,upstream/content/sets-functions-relations/relations/graphs.tex,24,27,937,1097,translation/content/sets-functions-relations/relations/graphs.tex,24,27,1497,1725,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0017-B007,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0017,OLP-0017-B007,sets-functions-relations,relations,graphs,upstream/content/sets-functions-relations/relations/graphs.tex,29,41,1098,1828,translation/content/sets-functions-relations/relations/graphs.tex,29,40,1726,2826,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0017-B009,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0017,OLP-0017-B009,sets-functions-relations,relations,graphs,upstream/content/sets-functions-relations/relations/graphs.tex,72,75,2770,2923,translation/content/sets-functions-relations/relations/graphs.tex,71,74,3867,4062,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0018-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0018,OLP-0018-B006,sets-functions-relations,relations,trees,upstream/content/sets-functions-relations/relations/trees.tex,22,23,696,830,translation/content/sets-functions-relations/relations/trees.tex,21,22,954,1149,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0018-B009,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0018,OLP-0018-B009,sets-functions-relations,relations,trees,upstream/content/sets-functions-relations/relations/trees.tex,42,47,1364,1740,translation/content/sets-functions-relations/relations/trees.tex,41,46,1858,2526,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0018-B010,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0018,OLP-0018-B010,sets-functions-relations,relations,trees,upstream/content/sets-functions-relations/relations/trees.tex,49,54,1741,2023,translation/content/sets-functions-relations/relations/trees.tex,48,54,2527,2986,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0018-B014,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0018,OLP-0018-B014,sets-functions-relations,relations,trees,upstream/content/sets-functions-relations/relations/trees.tex,71,81,2512,3090,translation/content/sets-functions-relations/relations/trees.tex,71,81,3691,4490,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0018-B015,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0018,OLP-0018-B015,sets-functions-relations,relations,trees,upstream/content/sets-functions-relations/relations/trees.tex,83,88,3091,3351,translation/content/sets-functions-relations/relations/trees.tex,83,88,4491,4896,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0018-B016,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0018,OLP-0018-B016,sets-functions-relations,relations,trees,upstream/content/sets-functions-relations/relations/trees.tex,90,98,3352,3718,translation/content/sets-functions-relations/relations/trees.tex,90,98,4897,5447,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0018-B018,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0018,OLP-0018-B018,sets-functions-relations,relations,trees,upstream/content/sets-functions-relations/relations/trees.tex,110,119,4219,4755,translation/content/sets-functions-relations/relations/trees.tex,110,119,6188,6963,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0019-B005,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0019,OLP-0019-B005,sets-functions-relations,relations,operations,upstream/content/sets-functions-relations/relations/operations.tex,12,17,220,605,translation/content/sets-functions-relations/relations/operations.tex,12,17,225,783,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0019-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0019,OLP-0019-B006,sets-functions-relations,relations,operations,upstream/content/sets-functions-relations/relations/operations.tex,19,20,606,696,translation/content/sets-functions-relations/relations/operations.tex,19,20,784,906,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0019-B011,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0019,OLP-0019-B011,sets-functions-relations,relations,operations,upstream/content/sets-functions-relations/relations/operations.tex,35,37,1073,1234,translation/content/sets-functions-relations/relations/operations.tex,35,38,1325,1567,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0019-B012,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0019,OLP-0019-B012,sets-functions-relations,relations,operations,upstream/content/sets-functions-relations/relations/operations.tex,39,40,1235,1331,translation/content/sets-functions-relations/relations/operations.tex,40,41,1568,1693,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0019-B014,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0019,OLP-0019-B014,sets-functions-relations,relations,operations,upstream/content/sets-functions-relations/relations/operations.tex,45,45,1390,1456,translation/content/sets-functions-relations/relations/operations.tex,46,46,1761,1856,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0019-B015,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0019,OLP-0019-B015,sets-functions-relations,relations,operations,upstream/content/sets-functions-relations/relations/operations.tex,47,48,1457,1510,translation/content/sets-functions-relations/relations/operations.tex,48,49,1857,1922,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0021-B005,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0021,OLP-0021-B005,sets-functions-relations,functions,basics,upstream/content/sets-functions-relations/functions/function-basics.tex,12,16,199,454,translation/content/sets-functions-relations/functions/function-basics.tex,12,16,214,634,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0021-B008,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0021,OLP-0021-B008,sets-functions-relations,functions,basics,upstream/content/sets-functions-relations/functions/function-basics.tex,28,30,906,1032,translation/content/sets-functions-relations/functions/function-basics.tex,28,30,1290,1460,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0021-B009,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0021,OLP-0021-B009,sets-functions-relations,functions,basics,upstream/content/sets-functions-relations/functions/function-basics.tex,32,36,1033,1315,translation/content/sets-functions-relations/functions/function-basics.tex,32,36,1461,1952,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0021-B010,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0021,OLP-0021-B010,sets-functions-relations,functions,basics,upstream/content/sets-functions-relations/functions/function-basics.tex,38,41,1316,1478,translation/content/sets-functions-relations/functions/function-basics.tex,38,41,1953,2264,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0021-B011,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0021,OLP-0021-B011,sets-functions-relations,functions,basics,upstream/content/sets-functions-relations/functions/function-basics.tex,43,47,1479,1792,translation/content/sets-functions-relations/functions/function-basics.tex,43,47,2265,2757,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0021-B012,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0021,OLP-0021-B012,sets-functions-relations,functions,basics,upstream/content/sets-functions-relations/functions/function-basics.tex,49,55,1793,2082,translation/content/sets-functions-relations/functions/function-basics.tex,49,55,2758,3123,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0021-B013,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0021,OLP-0021-B013,sets-functions-relations,functions,basics,upstream/content/sets-functions-relations/functions/function-basics.tex,57,62,2083,2360,translation/content/sets-functions-relations/functions/function-basics.tex,57,62,3124,3575,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0021-B017,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0021,OLP-0021-B017,sets-functions-relations,functions,basics,upstream/content/sets-functions-relations/functions/function-basics.tex,92,100,3529,4008,translation/content/sets-functions-relations/functions/function-basics.tex,91,100,5432,6215,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0021-B019,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0021,OLP-0021-B019,sets-functions-relations,functions,basics,upstream/content/sets-functions-relations/functions/function-basics.tex,110,121,4331,4882,translation/content/sets-functions-relations/functions/function-basics.tex,110,121,6753,7537,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0022-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0022,OLP-0022-B006,sets-functions-relations,functions,kinds,upstream/content/sets-functions-relations/functions/function-kinds.tex,16,19,349,573,translation/content/sets-functions-relations/functions/function-kinds.tex,16,19,416,767,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0022-B007,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0022,OLP-0022-B007,sets-functions-relations,functions,kinds,upstream/content/sets-functions-relations/functions/function-kinds.tex,21,27,574,779,translation/content/sets-functions-relations/functions/function-kinds.tex,21,27,768,1007,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0022-B008,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0022,OLP-0022-B008,sets-functions-relations,functions,kinds,upstream/content/sets-functions-relations/functions/function-kinds.tex,29,37,780,1131,translation/content/sets-functions-relations/functions/function-kinds.tex,29,38,1008,1498,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0022-B009,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0022,OLP-0022-B009,sets-functions-relations,functions,kinds,upstream/content/sets-functions-relations/functions/function-kinds.tex,39,42,1132,1298,translation/content/sets-functions-relations/functions/function-kinds.tex,40,43,1499,1738,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0022-B018,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0022,OLP-0022-B018,sets-functions-relations,functions,kinds,upstream/content/sets-functions-relations/functions/function-kinds.tex,97,110,3064,3652,translation/content/sets-functions-relations/functions/function-kinds.tex,99,112,4262,5140,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0023-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0023,OLP-0023-B006,sets-functions-relations,functions,functions-relations,upstream/content/sets-functions-relations/functions/functions-relations.tex,14,22,230,711,translation/content/sets-functions-relations/functions/functions-relations.tex,14,22,248,1008,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0023-B008,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0023,OLP-0023-B008,sets-functions-relations,functions,functions-relations,upstream/content/sets-functions-relations/functions/functions-relations.tex,32,37,917,1223,translation/content/sets-functions-relations/functions/functions-relations.tex,32,37,1294,1790,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0023-B012,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0023,OLP-0023-B012,sets-functions-relations,functions,functions-relations,upstream/content/sets-functions-relations/functions/functions-relations.tex,60,76,1940,2910,translation/content/sets-functions-relations/functions/functions-relations.tex,60,76,2820,4402,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0023-B016,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0023,OLP-0023-B016,sets-functions-relations,functions,functions-relations,upstream/content/sets-functions-relations/functions/functions-relations.tex,92,101,3401,3865,translation/content/sets-functions-relations/functions/functions-relations.tex,92,104,5028,6059,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0024-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0024,OLP-0024-B006,sets-functions-relations,functions,inverses,upstream/content/sets-functions-relations/functions/inverses.tex,18,22,500,799,translation/content/sets-functions-relations/functions/inverses.tex,18,22,670,1175,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0024-B016,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0024,OLP-0024-B016,sets-functions-relations,functions,inverses,upstream/content/sets-functions-relations/functions/inverses.tex,97,114,3640,4869,translation/content/sets-functions-relations/functions/inverses.tex,101,122,5311,7123,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0025-B005,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0025,OLP-0025-B005,sets-functions-relations,functions,composition,upstream/content/sets-functions-relations/functions/composition.tex,12,21,222,813,translation/content/sets-functions-relations/functions/composition.tex,12,21,228,1135,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0026-B007,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0026,OLP-0026-B007,sets-functions-relations,functions,partial-functions,upstream/content/sets-functions-relations/functions/partial-functions.tex,20,28,459,945,translation/content/sets-functions-relations/functions/partial-functions.tex,20,29,589,1346,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0027-B004,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0027,OLP-0027-B004,sets-functions-relations,size-of-sets-complete,,upstream/content/sets-functions-relations/size-of-sets/size-of-sets-complete.tex,8,8,148,187,translation/content/sets-functions-relations/size-of-sets/size-of-sets-complete.tex,8,8,148,195,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0027-B016,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0027,OLP-0027-B016,sets-functions-relations,size-of-sets-complete,,upstream/content/sets-functions-relations/size-of-sets/size-of-sets-complete.tex,37,47,755,1323,translation/content/sets-functions-relations/size-of-sets/size-of-sets-complete.tex,38,49,1052,2147,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0028-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0028,OLP-0028-B006,sets-functions-relations,size-of-sets,introduction,upstream/content/sets-functions-relations/size-of-sets/introduction.tex,13,19,214,676,translation/content/sets-functions-relations/size-of-sets/introduction.tex,13,19,212,977,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0028-B007,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0028,OLP-0028-B007,sets-functions-relations,size-of-sets,introduction,upstream/content/sets-functions-relations/size-of-sets/introduction.tex,21,26,677,1082,translation/content/sets-functions-relations/size-of-sets/introduction.tex,21,27,978,1737,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0029-B005,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0029,OLP-0029-B005,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,11,11,188,247,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,11,11,188,268,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0029-B006,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0029,OLP-0029-B006,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,13,19,248,610,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,13,20,269,1003,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0029-B007,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0029,OLP-0029-B007,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,21,25,611,827,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,22,26,1004,1389,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0029-B008,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0029,OLP-0029-B008,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,27,32,828,1130,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,28,33,1390,1878,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0029-B009,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0029,OLP-0029-B009,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,34,66,1131,2970,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,35,67,1879,4732,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0029-B012,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0029,OLP-0029-B012,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,83,85,3526,3720,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,84,86,5616,5914,,pending,,,,,
pnb-Arab-PK:PNB-T003:OLP-0029-B013,pnb-Arab-PK:PNB-T003,terminology,set,سیٹ,medium,true,high,Does سیٹ with oblique سیٹاں clearly distinguish a mathematical set from an ordered collection?,OLP-0029,OLP-0029-B013,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,87,90,3721,3876,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,88,91,5915,6132,,pending,,,,,
